Approval (initials),Title,Slug,Status,Parent ID,SKU,Size,Visibility,Side,Product/Part Number,Hip Size,Upper Bar Thickness (mm),Depth (mm),Minimum Calf Size (in),Minimum Ankle Size (in),Length (in.),Length (mm),Minimum Patient Weight (kg),Maximum Patient Weight (kg),Patient Weight (kg),Build Height (inches),Build Height (mm.),Min. Distal Circumference (mm),Max Distal Circumference (mm),Min. Proximal Circumference (mm),Max Proximal Circumference (mm),Weight (oz.),Weight (g),Quantity,Width (in.),Width (mm),Height (in.),Height (mm),Weight Rating (lb.),Weight Limit (lbs.),Mount Height range (mm),Diameter (in.),Diameter (mm),Flexion,Material,Thread,Pyramid (mm),Pyramid Receiver (mm),Tube Clamp (mm),Through Hole,Plate Thickness (mm.),Socket Offset Distance (mm.),Compatible Foot,Categories,Tags,Colors,Attachments / Extras
,"Dream Skin, Standard",,,2100,423242R074,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Standard",,,2100,423242R084,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,423243Y014,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,423243Y024,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,423243Y034,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,423243Y044,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,423243Y054,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,423243Y064,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,423243Y074,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,423243Y084,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,423243R014,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,423243R024,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,423243R034,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,423243R044,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,423243R054,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Sandal Toe",,,2100,423243R064,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,423243R074,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,423243R084,23 - 24 cm,visible,Left,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,423244Y014,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,423244Y024,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,423244Y034,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,423244Y044,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,423244Y054,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,423244Y064,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,423244Y074,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,423244Y084,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,423244R014,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,423244R024,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,423244R034,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,423244R044,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,423244R054,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Sandal Toe",,,2100,423244R064,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,423244R074,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,423244R084,23 - 24 cm,visible,Right,,,,,12.6,7.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Standard",,,2100,425261Y014,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Standard",,,2100,425261Y024,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Standard",,,2100,425261Y034,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Standard",,,2100,425261Y044,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Standard",,,2100,425261Y054,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Standard",,,2100,425261Y064,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Standard",,,2100,425261Y074,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Standard",,,2100,425261Y084,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Standard",,,2100,425261R014,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Standard",,,2100,425261R024,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Standard",,,2100,425261R034,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Standard",,,2100,425261R044,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Standard",,,2100,425261R054,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Standard",,,2100,425261R064,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Standard",,,2100,425261R074,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Standard",,,2100,425261R084,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Standard",,,2100,425262Y014,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Standard",,,2100,425262Y024,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Standard",,,2100,425262Y034,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Standard",,,2100,425262Y044,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Standard",,,2100,425262Y054,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Standard",,,2100,425262Y064,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Standard",,,2100,425262Y074,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Standard",,,2100,425262Y084,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Standard",,,2100,425262R014,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Standard",,,2100,425262R024,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Standard",,,2100,425262R034,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Standard",,,2100,425262R044,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Standard",,,2100,425262R054,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Standard",,,2100,425262R064,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Standard",,,2100,425262R074,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Standard",,,2100,425262R084,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,425263Y014,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,425263Y024,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,425263Y034,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,425263Y044,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,425263Y054,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,425263Y064,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,425263Y074,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,425263Y084,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,425263R014,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,425263R024,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,425263R034,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,425263R044,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,425263R054,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Sandal Toe",,,2100,425263R064,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,425263R074,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,425263R084,25 - 26 cm,visible,Left,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,425264Y014,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,425264Y024,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,425264Y034,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,425264Y044,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,425264Y054,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,425264Y064,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,425264Y074,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,425264Y084,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,425264R014,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,425264R024,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,425264R034,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,425264R044,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,425264R054,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Sandal Toe",,,2100,425264R064,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,425264R074,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,425264R084,25 - 26 cm,visible,Right,,,,,13.4,8.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Standard",,,2100,427281Y014,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Standard",,,2100,427281Y024,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Standard",,,2100,427281Y034,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Standard",,,2100,427281Y044,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Standard",,,2100,427281Y054,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Standard",,,2100,427281Y064,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Standard",,,2100,427281Y074,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Standard",,,2100,427281Y084,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Standard",,,2100,427281R014,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Standard",,,2100,427281R024,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Standard",,,2100,427281R034,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Standard",,,2100,427281R044,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Standard",,,2100,427281R054,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Standard",,,2100,427281R064,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Standard",,,2100,427281R074,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Standard",,,2100,427281R084,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Standard",,,2100,427282Y014,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Standard",,,2100,427282Y024,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Standard",,,2100,427282Y034,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Standard",,,2100,427282Y044,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Standard",,,2100,427282Y054,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Standard",,,2100,427282Y064,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Standard",,,2100,427282Y074,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Standard",,,2100,427282Y084,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Standard",,,2100,427282R014,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Standard",,,2100,427282R024,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Standard",,,2100,427282R034,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Standard",,,2100,427282R044,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Standard",,,2100,427282R054,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Standard",,,2100,427282R064,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Standard",,,2100,427282R074,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Standard",,,2100,427282R084,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,427283Y014,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,427283Y024,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,427283Y034,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,427283Y044,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,427283Y054,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,427283Y064,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,427283Y074,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,427283Y084,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,427283R014,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,427283R024,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,427283R034,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,427283R044,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,427283R054,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
